Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalInvolvement,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
16,0,0.0,2.0,6.879592726,19.0,1.0,1.0,0.0,0.0,0.0,0,1.271494623,4.0
17,0,1.0,1.0,5.545168327,9.0,1.0,2.0,0.0,1.0,0.0,0,2.621666893,2.0
16,0,2.0,3.0,19.93366556,20.0,0.0,2.0,0.0,0.0,0.0,0,1.228528505,4.0
17,0,2.0,3.0,15.01580462,11.0,0.0,3.0,0.0,1.0,0.0,1,2.495312361,3.0
17,1,0.0,1.0,12.89439955,27.0,0.0,3.0,0.0,1.0,0.0,0,0.701761808,4.0
16,1,0.0,2.0,7.105792864,0.0,0.0,2.0,1.0,1.0,1.0,0,3.864976861,0.0
16,0,0.0,3.0,0.983216583,20.0,0.0,1.0,1.0,0.0,1.0,0,0.684651926,4.0
16,1,2.0,4.0,0.621137521,16.0,1.0,4.0,0.0,0.0,0.0,0,1.885850224,4.0
15,0,2.0,2.0,11.08362511,8.0,1.0,0.0,0.0,1.0,0.0,0,2.327832763,3.0
18,0,0.0,2.0,15.24065442,22.0,0.0,0.0,1.0,0.0,1.0,0,0.880232812,4.0
15,1,0.0,1.0,10.74758381,18.0,0.0,2.0,0.0,0.0,1.0,0,1.411981507,4.0
15,1,3.0,4.0,16.81570144,24.0,0.0,3.0,0.0,1.0,1.0,1,1.66253183,4.0
17,1,2.0,1.0,0.668530662,17.0,0.0,3.0,1.0,0.0,0.0,0,1.341598477,4.0
16,1,3.0,2.0,7.335041529,27.0,0.0,4.0,1.0,1.0,0.0,0,0.659202916,4.0
18,1,2.0,1.0,4.741407823,6.0,0.0,1.0,0.0,0.0,1.0,0,2.153371206,3.0
15,1,1.0,2.0,1.447527864,21.0,0.0,1.0,0.0,0.0,0.0,0,0.270088555,4.0
16,0,1.0,4.0,19.08263283,25.0,0.0,3.0,0.0,0.0,1.0,0,1.316724623,4.0
17,0,0.0,0.0,4.465108021,20.0,0.0,2.0,1.0,0.0,0.0,0,0.817714202,4.0
16,0,1.0,2.0,18.44615551,11.0,0.0,0.0,0.0,1.0,0.0,0,2.05694597,3.0
17,0,2.0,0.0,8.517863101,6.0,1.0,3.0,1.0,0.0,0.0,0,3.219333348,1.0
16,0,0.0,1.0,19.71048267,13.0,1.0,2.0,0.0,0.0,0.0,0,2.24087006,3.0
15,1,2.0,2.0,11.08116767,14.0,1.0,2.0,0.0,1.0,0.0,0,1.913799797,4.0
18,0,1.0,2.0,18.61665728,14.0,0.0,3.0,0.0,0.0,1.0,0,2.240334376,3.0
15,0,3.0,1.0,0.106979774,5.0,0.0,1.0,1.0,0.0,0.0,0,2.254547586,3.0
18,0,0.0,1.0,14.96477612,20.0,0.0,1.0,1.0,1.0,1.0,0,1.89130043,4.0
16,0,0.0,0.0,18.06101306,13.0,0.0,1.0,0.0,0.0,1.0,0,2.206226341,3.0
17,0,1.0,1.0,2.79441134,1.0,1.0,2.0,0.0,1.0,0.0,0,3.335098155,1.0
15,0,0.0,4.0,1.922517035,7.0,0.0,1.0,1.0,1.0,0.0,0,2.411986461,3.0
18,0,2.0,3.0,8.491452144,12.0,0.0,3.0,0.0,1.0,0.0,0,2.160978519,3.0
15,1,2.0,1.0,18.67357812,22.0,0.0,1.0,0.0,1.0,0.0,0,1.165394363,4.0
18,1,0.0,2.0,10.8477312,5.0,0.0,4.0,0.0,0.0,0.0,0,2.583500636,2.0
15,0,1.0,3.0,10.54912927,4.0,1.0,1.0,0.0,1.0,0.0,0,3.017063256,1.0
18,1,1.0,0.0,2.822522366,4.0,0.0,1.0,1.0,1.0,0.0,1,2.576174697,2.0
18,1,0.0,3.0,0.015790222,24.0,0.0,1.0,0.0,0.0,0.0,0,0.23334988,4.0
16,1,3.0,3.0,16.20280181,0.0,0.0,3.0,1.0,0.0,0.0,0,3.646516389,0.0
18,1,2.0,0.0,1.75149126,8.0,1.0,2.0,1.0,1.0,0.0,0,2.605425232,2.0
16,0,1.0,1.0,12.67699637,5.0,0.0,3.0,1.0,0.0,1.0,0,3.366929515,1.0
18,1,2.0,4.0,18.29232909,19.0,0.0,3.0,0.0,1.0,0.0,0,1.583780258,4.0
17,1,0.0,2.0,4.173038263,25.0,0.0,4.0,0.0,0.0,1.0,0,0.776396706,4.0
17,1,3.0,0.0,13.30545672,29.0,1.0,3.0,0.0,0.0,1.0,0,0.78348664,4.0
17,0,1.0,1.0,1.573971534,6.0,0.0,0.0,0.0,0.0,1.0,0,2.328311711,3.0
18,0,2.0,2.0,12.07510288,8.0,0.0,3.0,1.0,0.0,0.0,0,2.718465436,2.0
16,0,2.0,2.0,3.278634419,4.0,1.0,4.0,1.0,0.0,0.0,0,3.244882203,1.0
16,0,0.0,2.0,14.71907121,13.0,1.0,4.0,1.0,0.0,0.0,0,2.865674749,2.0
18,0,2.0,4.0,6.024625896,4.0,0.0,1.0,0.0,0.0,0.0,0,2.326326756,3.0
17,0,0.0,1.0,9.267820176,7.0,1.0,3.0,0.0,1.0,1.0,0,3.303066679,1.0
17,0,0.0,2.0,11.98861084,6.0,0.0,1.0,0.0,0.0,0.0,0,2.489218238,3.0
16,1,0.0,2.0,3.425468213,12.0,1.0,1.0,1.0,1.0,1.0,0,2.600264187,2.0
17,1,3.0,2.0,14.83275637,12.0,0.0,3.0,0.0,0.0,0.0,0,2.119171492,3.0
15,1,2.0,1.0,6.052806813,7.0,0.0,4.0,0.0,0.0,0.0,0,2.522694548,2.0
16,0,2.0,4.0,13.2474372,10.0,1.0,2.0,0.0,0.0,0.0,0,2.47585411,3.0
17,0,2.0,3.0,3.165661014,27.0,1.0,3.0,1.0,0.0,0.0,0,0.782809234,4.0
16,0,1.0,2.0,13.76235318,25.0,0.0,0.0,1.0,0.0,0.0,0,0.766404869,4.0
15,0,3.0,2.0,2.563761456,17.0,1.0,0.0,1.0,0.0,0.0,0,1.283622078,4.0
16,0,0.0,1.0,8.507129925,24.0,0.0,2.0,1.0,0.0,0.0,0,0.643145933,4.0
16,1,0.0,2.0,4.944121475,18.0,1.0,2.0,0.0,0.0,0.0,0,1.669230217,4.0
16,1,0.0,2.0,14.96750499,5.0,0.0,3.0,0.0,0.0,0.0,0,3.282070051,1.0
16,0,2.0,2.0,5.24070009,21.0,0.0,2.0,0.0,1.0,0.0,0,0.743714017,4.0
15,0,2.0,4.0,17.63434613,1.0,0.0,2.0,0.0,0.0,0.0,1,3.325066843,1.0
18,0,0.0,2.0,17.83640423,27.0,0.0,2.0,1.0,1.0,0.0,1,1.184519764,4.0
16,0,0.0,1.0,3.928826304,12.0,0.0,1.0,0.0,0.0,0.0,0,1.616536099,4.0
16,1,2.0,2.0,12.2769189,22.0,0.0,4.0,0.0,0.0,0.0,0,1.583083971,4.0
17,0,0.0,1.0,1.754352834,24.0,0.0,2.0,0.0,0.0,0.0,0,0.184251489,4.0
16,0,2.0,1.0,7.830741992,27.0,1.0,2.0,0.0,0.0,0.0,0,0.472181042,4.0
17,0,3.0,1.0,14.26643459,25.0,0.0,3.0,1.0,1.0,0.0,0,1.299355518,4.0
18,0,0.0,2.0,13.18846494,10.0,0.0,2.0,0.0,0.0,0.0,1,2.379628283,3.0
15,1,0.0,2.0,12.49401339,0.0,0.0,3.0,0.0,0.0,0.0,0,3.56628313,0.0
15,0,2.0,2.0,5.650817273,23.0,0.0,1.0,0.0,0.0,0.0,0,0.278347571,4.0
18,0,2.0,2.0,7.560498989,1.0,0.0,1.0,0.0,0.0,0.0,0,2.421546883,3.0
15,1,1.0,2.0,2.058922894,29.0,0.0,4.0,0.0,1.0,0.0,1,0.617680424,4.0
18,1,3.0,1.0,14.38045641,16.0,0.0,3.0,0.0,0.0,0.0,0,1.804726658,4.0
18,1,0.0,3.0,10.07777594,7.0,0.0,2.0,1.0,0.0,0.0,0,2.63520813,2.0
18,0,1.0,1.0,14.17531265,1.0,0.0,3.0,0.0,0.0,0.0,1,3.436025389,1.0
15,0,2.0,1.0,4.978870496,5.0,0.0,4.0,0.0,0.0,1.0,1,2.737377926,2.0
17,1,2.0,2.0,6.488764573,21.0,1.0,1.0,1.0,0.0,0.0,1,1.14669608,4.0
18,1,0.0,1.0,6.684306745,4.0,0.0,0.0,0.0,0.0,0.0,0,2.405267526,3.0
16,1,2.0,0.0,0.514848195,15.0,1.0,2.0,0.0,0.0,1.0,0,1.525282049,4.0
15,1,1.0,2.0,6.820957457,7.0,0.0,1.0,1.0,1.0,0.0,0,2.446157081,3.0
18,1,0.0,2.0,16.06609147,18.0,1.0,1.0,1.0,0.0,1.0,0,1.952953012,4.0
18,1,0.0,2.0,17.94596991,15.0,0.0,3.0,1.0,0.0,0.0,0,2.293087191,3.0
16,0,2.0,4.0,10.36436631,12.0,0.0,0.0,0.0,0.0,1.0,0,1.471672029,4.0
17,0,0.0,2.0,9.110033904,25.0,1.0,3.0,0.0,0.0,0.0,1,1.106713498,4.0
17,0,0.0,3.0,0.616492374,19.0,0.0,2.0,0.0,1.0,0.0,1,1.205856976,4.0
17,1,0.0,1.0,17.58408675,6.0,0.0,2.0,0.0,0.0,0.0,0,2.559070355,2.0
18,1,1.0,3.0,18.8950016,22.0,1.0,2.0,0.0,0.0,0.0,0,1.226741286,4.0
18,1,2.0,2.0,9.784324974,15.0,0.0,1.0,0.0,0.0,0.0,1,1.590433098,4.0
15,1,0.0,2.0,6.838689871,28.0,0.0,1.0,1.0,0.0,0.0,0,0.310669533,4.0
16,1,1.0,1.0,18.4843687,11.0,1.0,3.0,1.0,0.0,0.0,0,2.771810659,2.0
18,0,1.0,0.0,0.487819862,13.0,0.0,1.0,1.0,0.0,0.0,0,1.582682992,4.0
16,0,2.0,2.0,11.6284979,23.0,1.0,0.0,1.0,0.0,0.0,1,1.105587098,4.0
16,1,3.0,1.0,10.97865049,17.0,0.0,4.0,0.0,0.0,0.0,0,2.300296135,3.0
17,0,0.0,3.0,4.386408024,26.0,1.0,4.0,1.0,1.0,0.0,0,0.991883698,4.0
15,1,1.0,1.0,8.577748627,27.0,0.0,2.0,0.0,1.0,1.0,1,0.165110622,4.0
18,0,0.0,4.0,13.04528012,17.0,0.0,0.0,0.0,0.0,0.0,0,0.989329921,4.0
17,1,1.0,4.0,14.54262394,15.0,0.0,3.0,1.0,0.0,1.0,0,2.230253521,3.0
17,1,0.0,1.0,0.014337174,19.0,0.0,3.0,1.0,0.0,0.0,0,1.383528078,4.0
18,0,0.0,1.0,18.7370686,15.0,0.0,1.0,1.0,1.0,0.0,0,2.131405263,3.0
16,0,0.0,3.0,3.290507448,12.0,0.0,1.0,1.0,0.0,1.0,0,1.868276923,4.0
17,1,1.0,4.0,4.671608684,25.0,0.0,3.0,1.0,0.0,1.0,0,1.247481944,4.0
16,1,0.0,2.0,5.269468914,28.0,0.0,4.0,0.0,0.0,0.0,0,0.299907548,4.0
15,0,2.0,1.0,0.756402731,8.0,0.0,3.0,1.0,0.0,0.0,1,2.705195695,2.0
16,0,0.0,2.0,2.461042472,25.0,0.0,1.0,1.0,1.0,1.0,0,0.897938092,4.0
15,1,0.0,2.0,19.72699846,27.0,0.0,2.0,1.0,1.0,0.0,0,1.391731791,4.0
16,0,2.0,1.0,6.304334748,8.0,0.0,3.0,0.0,0.0,0.0,0,2.150546166,3.0
17,1,0.0,2.0,2.306021807,12.0,0.0,1.0,0.0,0.0,0.0,0,1.448741242,4.0
17,1,0.0,0.0,2.139825223,28.0,0.0,1.0,1.0,0.0,1.0,0,0.0,4.0
15,1,1.0,0.0,14.38919935,3.0,1.0,1.0,0.0,0.0,0.0,0,3.091715028,1.0
18,1,0.0,1.0,17.09137328,8.0,0.0,2.0,0.0,0.0,0.0,0,2.576927695,2.0
15,0,0.0,1.0,5.13904599,14.0,0.0,2.0,0.0,0.0,0.0,0,1.955872527,4.0
15,0,0.0,1.0,0.418190247,13.0,0.0,3.0,0.0,1.0,0.0,0,1.878708344,4.0
16,0,3.0,2.0,4.461800369,18.0,1.0,3.0,1.0,1.0,0.0,0,1.630400132,4.0
16,0,1.0,1.0,1.130313816,11.0,0.0,4.0,0.0,0.0,1.0,0,2.37274811,3.0
15,0,1.0,1.0,2.067898733,20.0,1.0,3.0,1.0,0.0,0.0,0,1.279370611,4.0
17,0,1.0,1.0,8.630162397,25.0,0.0,1.0,0.0,0.0,0.0,1,0.155004788,4.0
16,0,0.0,4.0,4.598367417,24.0,1.0,2.0,0.0,1.0,1.0,1,1.278347034,4.0
18,1,0.0,2.0,10.31891757,5.0,0.0,2.0,0.0,1.0,0.0,0,2.655993566,2.0
16,0,2.0,2.0,5.069875065,2.0,0.0,0.0,1.0,0.0,1.0,0,2.682316053,2.0
16,0,0.0,2.0,18.81074602,25.0,0.0,4.0,0.0,1.0,0.0,0,1.644819939,4.0
18,1,0.0,4.0,18.11887936,24.0,1.0,0.0,1.0,1.0,0.0,0,1.396278438,4.0
15,0,0.0,1.0,11.3361221,21.0,1.0,2.0,1.0,0.0,0.0,0,1.609486799,4.0
18,0,0.0,2.0,7.08847984,19.0,0.0,2.0,1.0,0.0,1.0,0,1.187367525,4.0
15,1,3.0,2.0,7.622937641,15.0,0.0,2.0,1.0,0.0,1.0,0,2.019797023,3.0
15,0,0.0,2.0,8.237045663,29.0,0.0,3.0,0.0,0.0,0.0,1,0.241625628,4.0
15,0,1.0,0.0,14.55158644,19.0,0.0,2.0,0.0,0.0,0.0,0,1.247725194,4.0
18,0,0.0,2.0,9.03277991,23.0,0.0,1.0,0.0,0.0,1.0,0,0.852682363,4.0
15,1,3.0,0.0,17.13459893,22.0,0.0,1.0,0.0,0.0,0.0,0,0.965700989,4.0
17,0,0.0,2.0,18.88189572,16.0,1.0,4.0,1.0,1.0,0.0,0,2.423800752,3.0
18,0,0.0,2.0,6.718923068,15.0,0.0,1.0,1.0,0.0,0.0,0,1.741968167,4.0
17,1,2.0,1.0,11.21388963,5.0,0.0,1.0,0.0,0.0,1.0,0,2.845925776,2.0
15,0,2.0,3.0,1.901130737,7.0,0.0,2.0,0.0,0.0,0.0,0,2.039564398,3.0
16,1,0.0,0.0,4.009380955,18.0,1.0,1.0,1.0,0.0,0.0,0,1.54206374,4.0
15,1,0.0,3.0,8.269315334,29.0,1.0,2.0,0.0,0.0,1.0,0,0.730779602,4.0
17,0,0.0,2.0,4.124054318,24.0,0.0,3.0,1.0,0.0,0.0,0,0.499987778,4.0
17,1,0.0,1.0,17.53120982,25.0,1.0,3.0,0.0,0.0,0.0,0,1.122889381,4.0
18,1,0.0,1.0,3.165725121,1.0,1.0,3.0,0.0,1.0,0.0,0,2.959492728,2.0
18,1,0.0,0.0,12.11398481,21.0,0.0,2.0,0.0,1.0,0.0,0,1.352720764,4.0
17,1,0.0,1.0,13.83727816,11.0,1.0,0.0,1.0,0.0,0.0,0,2.134062038,3.0
15,0,1.0,1.0,7.661387395,16.0,0.0,0.0,1.0,0.0,0.0,1,1.29979432,4.0
16,0,3.0,2.0,17.38198137,27.0,0.0,2.0,1.0,0.0,0.0,0,0.747833944,4.0
15,0,1.0,2.0,11.36638302,26.0,0.0,1.0,1.0,1.0,1.0,0,0.532923204,4.0
15,1,0.0,1.0,8.790155609,14.0,0.0,3.0,0.0,0.0,0.0,0,2.07376979,3.0
16,0,0.0,1.0,1.344812681,17.0,1.0,3.0,1.0,1.0,0.0,0,1.991379364,4.0
18,1,3.0,1.0,9.293789369,15.0,0.0,3.0,1.0,0.0,0.0,1,1.8999596,4.0
15,1,0.0,1.0,16.41471682,12.0,0.0,3.0,1.0,1.0,0.0,0,2.614883942,2.0
17,1,0.0,2.0,12.29082036,20.0,1.0,0.0,1.0,1.0,1.0,0,1.810270744,4.0
15,1,1.0,2.0,16.64324907,16.0,0.0,2.0,1.0,0.0,0.0,0,1.581931481,4.0
16,1,1.0,1.0,9.880233412,7.0,0.0,1.0,0.0,1.0,0.0,0,2.271332803,3.0
16,1,1.0,1.0,2.369234102,0.0,1.0,2.0,1.0,0.0,0.0,0,3.363670491,1.0
16,1,0.0,1.0,0.272796917,28.0,0.0,1.0,1.0,1.0,0.0,0,0.48129848,4.0
18,0,0.0,4.0,6.064390934,24.0,0.0,0.0,1.0,1.0,0.0,0,0.199927379,4.0
15,0,3.0,4.0,13.95980943,25.0,0.0,2.0,0.0,1.0,1.0,1,1.268008751,4.0
18,1,0.0,3.0,15.80519808,26.0,0.0,3.0,1.0,0.0,0.0,0,0.882552454,4.0
18,1,1.0,1.0,5.915056692,2.0,1.0,3.0,0.0,0.0,0.0,0,3.120136639,1.0
16,0,2.0,0.0,9.913078418,15.0,0.0,2.0,0.0,1.0,0.0,1,1.804154692,4.0
16,1,1.0,1.0,8.422378089,27.0,0.0,2.0,1.0,1.0,1.0,0,0.681703644,4.0
18,0,0.0,1.0,8.210455687,1.0,0.0,2.0,1.0,0.0,0.0,1,2.898261817,2.0
15,0,0.0,2.0,4.626974264,14.0,0.0,3.0,0.0,0.0,0.0,1,1.730318003,4.0
17,0,1.0,2.0,2.727422101,0.0,1.0,0.0,1.0,0.0,1.0,0,3.560791672,0.0
18,1,2.0,3.0,3.933771165,8.0,1.0,3.0,0.0,1.0,0.0,0,2.528774574,2.0
15,1,3.0,3.0,1.106647743,15.0,1.0,2.0,0.0,1.0,0.0,0,1.592387858,4.0
16,0,0.0,1.0,3.962614836,3.0,0.0,1.0,0.0,0.0,1.0,1,2.374130972,3.0
16,0,0.0,2.0,0.184017953,11.0,1.0,0.0,1.0,0.0,0.0,0,1.81040948,4.0
15,0,3.0,1.0,12.54516801,0.0,0.0,1.0,0.0,0.0,0.0,0,2.829826431,2.0
17,0,2.0,0.0,6.327508148,0.0,1.0,2.0,0.0,0.0,0.0,1,3.047602089,1.0
16,0,2.0,2.0,19.46289423,6.0,1.0,3.0,1.0,1.0,0.0,0,3.62592173,0.0
16,1,0.0,0.0,3.874341016,17.0,0.0,2.0,0.0,0.0,0.0,1,0.927321545,4.0
16,0,1.0,2.0,6.916571406,22.0,0.0,2.0,1.0,0.0,0.0,0,1.331958949,4.0
15,1,2.0,1.0,7.156823173,27.0,0.0,4.0,1.0,1.0,0.0,1,0.779551722,4.0
18,0,1.0,2.0,0.169029921,22.0,0.0,1.0,1.0,0.0,0.0,0,0.881358447,4.0
16,1,0.0,2.0,16.78415906,14.0,1.0,1.0,0.0,0.0,0.0,0,2.398121086,3.0
18,1,0.0,1.0,0.639889203,25.0,0.0,2.0,0.0,1.0,0.0,0,0.758814269,4.0
17,1,1.0,3.0,18.80359669,29.0,0.0,3.0,1.0,0.0,0.0,0,1.028865596,4.0
16,1,0.0,1.0,17.84148702,24.0,0.0,3.0,0.0,1.0,0.0,0,1.444476695,4.0
16,1,0.0,2.0,10.71043832,12.0,1.0,2.0,0.0,0.0,0.0,0,2.214067459,3.0
17,1,3.0,2.0,10.8719115,15.0,0.0,4.0,0.0,1.0,1.0,0,2.511918088,2.0
16,0,0.0,2.0,13.07555846,6.0,0.0,3.0,0.0,0.0,0.0,0,2.690149803,2.0
18,1,2.0,4.0,7.741000239,15.0,0.0,0.0,1.0,0.0,0.0,0,1.605274386,4.0
15,0,0.0,1.0,12.94444567,12.0,0.0,3.0,1.0,0.0,1.0,1,2.709889487,2.0
18,1,1.0,2.0,0.895367774,13.0,0.0,0.0,0.0,1.0,0.0,0,1.528563501,4.0
15,1,3.0,2.0,1.080952547,16.0,1.0,3.0,0.0,1.0,0.0,0,1.778569202,4.0
15,0,0.0,3.0,9.144608392,11.0,0.0,1.0,1.0,0.0,0.0,0,2.121964059,3.0
18,1,0.0,1.0,10.99244602,28.0,0.0,3.0,0.0,0.0,0.0,0,0.405904831,4.0
18,0,0.0,2.0,17.75635281,23.0,0.0,2.0,1.0,0.0,0.0,0,1.123926328,4.0
18,0,0.0,2.0,2.093212678,23.0,0.0,3.0,0.0,0.0,0.0,0,0.870330411,4.0
18,0,2.0,1.0,16.45295854,19.0,0.0,2.0,1.0,1.0,0.0,0,1.822829208,4.0
17,0,3.0,2.0,4.200946746,12.0,0.0,3.0,1.0,0.0,0.0,0,2.231182932,3.0
16,1,0.0,1.0,7.88167297,23.0,0.0,1.0,0.0,1.0,1.0,0,0.966967717,4.0
15,1,0.0,2.0,6.332048697,19.0,0.0,4.0,0.0,1.0,0.0,0,1.691858946,4.0
18,0,0.0,3.0,8.003105457,14.0,0.0,3.0,0.0,0.0,0.0,0,2.069758206,3.0
18,1,2.0,2.0,3.009909961,23.0,1.0,1.0,1.0,1.0,0.0,0,1.057876127,4.0
18,1,0.0,2.0,10.07140149,20.0,0.0,4.0,0.0,0.0,0.0,0,1.321427207,4.0
17,0,1.0,2.0,16.0328518,3.0,1.0,2.0,1.0,0.0,0.0,1,3.516940721,0.0
18,0,1.0,1.0,9.812271518,1.0,0.0,3.0,1.0,0.0,0.0,0,3.486141329,1.0
18,0,0.0,2.0,16.97535171,27.0,1.0,0.0,1.0,0.0,0.0,1,0.586837405,4.0
16,1,2.0,1.0,14.12116229,17.0,0.0,4.0,0.0,1.0,0.0,0,2.358815897,3.0
17,1,0.0,1.0,9.80908817,1.0,0.0,2.0,0.0,0.0,0.0,0,3.152222286,1.0
18,1,0.0,2.0,5.153912964,24.0,0.0,1.0,0.0,0.0,0.0,0,0.587835083,4.0
15,0,2.0,1.0,17.69853494,14.0,0.0,3.0,1.0,1.0,0.0,1,2.668893329,2.0
15,0,2.0,1.0,11.54040803,29.0,0.0,3.0,0.0,0.0,0.0,0,0.304372034,4.0
15,1,0.0,2.0,4.422952202,25.0,0.0,0.0,0.0,1.0,0.0,0,0.280670308,4.0
17,1,0.0,1.0,5.382395053,18.0,0.0,1.0,1.0,0.0,0.0,0,0.873091197,4.0
17,1,0.0,3.0,16.06266178,14.0,0.0,3.0,0.0,0.0,0.0,0,2.330783483,3.0
15,1,0.0,3.0,0.882911242,25.0,0.0,0.0,1.0,1.0,1.0,0,0.318850909,4.0
18,0,0.0,2.0,19.84184374,19.0,0.0,4.0,0.0,0.0,0.0,0,1.792289321,4.0
17,1,0.0,1.0,2.607033594,9.0,0.0,3.0,0.0,1.0,0.0,0,2.573219137,2.0
15,0,0.0,2.0,15.92137051,27.0,0.0,2.0,0.0,1.0,0.0,0,1.084490126,4.0
15,0,2.0,3.0,7.895506335,23.0,0.0,2.0,1.0,1.0,0.0,1,1.08669668,4.0
18,1,1.0,2.0,9.844323666,19.0,0.0,2.0,0.0,0.0,1.0,1,1.004112663,4.0
16,1,1.0,1.0,17.61301155,10.0,1.0,2.0,1.0,0.0,0.0,0,2.824604893,2.0
17,1,0.0,2.0,8.258223792,25.0,1.0,3.0,0.0,1.0,1.0,1,1.364373782,4.0
18,0,3.0,3.0,10.74987507,9.0,0.0,4.0,0.0,0.0,0.0,1,2.607286401,2.0
15,1,2.0,2.0,0.985993248,28.0,1.0,2.0,1.0,0.0,1.0,0,0.568468084,4.0
15,1,2.0,2.0,0.046949477,22.0,0.0,2.0,0.0,0.0,0.0,1,0.573796193,4.0
18,0,2.0,2.0,4.89599746,4.0,0.0,1.0,0.0,0.0,0.0,0,2.258071035,3.0
17,1,3.0,2.0,13.61166186,8.0,1.0,3.0,0.0,0.0,0.0,0,2.840092975,2.0
16,0,1.0,0.0,2.425297867,19.0,0.0,3.0,1.0,1.0,0.0,0,1.683117263,4.0
16,1,0.0,2.0,2.275239176,18.0,1.0,3.0,1.0,0.0,0.0,0,1.72090715,4.0
15,0,1.0,0.0,8.219212161,12.0,0.0,0.0,0.0,0.0,0.0,0,1.537783909,4.0
17,1,2.0,2.0,12.95674077,17.0,0.0,3.0,0.0,1.0,0.0,0,2.063463508,3.0
16,1,2.0,1.0,14.24143984,16.0,0.0,2.0,1.0,0.0,0.0,0,1.87854751,4.0
17,0,1.0,2.0,3.569013482,26.0,0.0,3.0,1.0,1.0,0.0,1,0.863270859,4.0
17,0,0.0,1.0,1.591762947,5.0,0.0,3.0,0.0,0.0,0.0,0,2.513286133,2.0
15,1,0.0,2.0,18.80794068,9.0,0.0,3.0,1.0,1.0,0.0,1,2.77216327,2.0
16,0,3.0,2.0,5.213327651,1.0,1.0,2.0,0.0,0.0,0.0,0,2.888385936,2.0
18,0,1.0,1.0,17.06692995,23.0,0.0,3.0,0.0,1.0,0.0,0,1.337161049,4.0
15,0,1.0,1.0,17.26982901,5.0,0.0,0.0,0.0,0.0,0.0,0,2.370611615,3.0
16,0,0.0,1.0,15.45045184,27.0,0.0,3.0,0.0,0.0,1.0,0,0.854464648,4.0
16,1,0.0,3.0,3.376672133,27.0,1.0,0.0,0.0,0.0,0.0,0,0.322641827,4.0
16,1,2.0,2.0,16.43602919,20.0,0.0,2.0,1.0,1.0,0.0,0,1.834226997,4.0
16,0,1.0,2.0,15.38501118,12.0,0.0,1.0,0.0,0.0,0.0,0,1.990060452,4.0
16,0,2.0,1.0,11.9344598,17.0,1.0,3.0,0.0,1.0,0.0,0,2.226983394,3.0
17,0,0.0,2.0,6.744040703,6.0,0.0,2.0,0.0,0.0,0.0,1,2.608386898,2.0
15,0,1.0,3.0,5.250172085,1.0,0.0,3.0,1.0,0.0,0.0,0,3.406339082,1.0
17,1,0.0,3.0,2.437784242,28.0,1.0,3.0,1.0,0.0,0.0,0,0.867034374,4.0
18,1,2.0,2.0,10.19514134,13.0,1.0,3.0,0.0,1.0,0.0,0,2.166091325,3.0
16,0,0.0,0.0,11.70521751,4.0,0.0,1.0,0.0,1.0,0.0,0,2.422928333,3.0
15,0,0.0,1.0,7.18677981,17.0,0.0,3.0,0.0,1.0,0.0,0,1.509557878,4.0
16,0,1.0,0.0,9.507181354,10.0,1.0,2.0,0.0,1.0,0.0,0,2.443857264,3.0
15,1,3.0,1.0,7.270289147,9.0,0.0,0.0,0.0,0.0,0.0,0,2.003828379,3.0
15,1,2.0,1.0,18.02518416,26.0,0.0,1.0,1.0,0.0,1.0,0,0.844792002,4.0
18,0,0.0,1.0,3.278405241,1.0,0.0,0.0,0.0,1.0,0.0,0,2.731058898,2.0
18,1,0.0,3.0,7.628176198,14.0,0.0,2.0,0.0,0.0,0.0,0,1.736011489,4.0
15,0,0.0,2.0,2.817372079,6.0,1.0,0.0,0.0,1.0,0.0,0,2.589670731,2.0
15,1,0.0,3.0,12.49887541,8.0,1.0,2.0,1.0,0.0,0.0,0,2.742361123,2.0
15,0,1.0,2.0,14.57741019,4.0,0.0,1.0,0.0,0.0,0.0,0,2.49591944,3.0
15,0,0.0,1.0,18.63825465,6.0,1.0,1.0,0.0,0.0,1.0,0,2.853437194,2.0
18,0,0.0,2.0,5.577438525,19.0,0.0,4.0,1.0,0.0,0.0,0,1.591347992,4.0
16,1,3.0,1.0,19.00422412,1.0,0.0,2.0,0.0,0.0,1.0,0,3.209673328,1.0
15,0,0.0,2.0,1.265253436,2.0,1.0,1.0,0.0,1.0,0.0,0,3.127617865,1.0
15,1,2.0,1.0,12.06027727,1.0,1.0,2.0,0.0,1.0,1.0,1,3.453275897,1.0
18,1,0.0,4.0,1.142654387,20.0,1.0,1.0,1.0,0.0,0.0,0,0.822773567,4.0
18,0,1.0,1.0,17.87548376,21.0,1.0,0.0,0.0,0.0,0.0,0,1.217335228,4.0
17,0,0.0,1.0,10.59618114,22.0,0.0,0.0,1.0,0.0,0.0,0,0.762684311,4.0
15,0,0.0,3.0,13.38696702,18.0,0.0,4.0,0.0,1.0,1.0,0,2.145848671,3.0
17,1,0.0,0.0,16.63147852,3.0,1.0,3.0,0.0,0.0,0.0,0,3.299131002,1.0
18,0,0.0,2.0,3.00621245,23.0,0.0,3.0,1.0,0.0,1.0,0,1.170812285,4.0
18,1,0.0,2.0,0.771831239,19.0,0.0,4.0,0.0,0.0,0.0,1,1.424595653,4.0
